nom,format,episodes,studio,annee,note,popularite,rang,tags,lien,periode
The North Face Japan: Gore-Tex Infinium,Web,1,,2018,2.985,25,13091,adventure;commercials;no dialogue;promotional;cg animation,https://www.anime-planet.com/anime/the-north-face-japan-gore-tex-infinium,2017-2023
Kemono Friends: Welcome to the Japari Park 2nd Season,Web,12,,2020,2.996,50,12992,adventure;fantasy;animal protagonists;anthropomorphic;contemporary fantasy;non-human protagonists;short episodes;zoo;based on a mobile game;cg animation,https://www.anime-planet.com/anime/kemono-friends-welcome-to-the-japari-park-2nd-season,2017-2023
Collapse Zen,Web,1,,2014,2.985,24,13092,abstract;no dialogue;shorts,https://www.anime-planet.com/anime/collapse-zen,2012-2016
Shining Hearts,TV,12,Production I.G,2012,2.984,2460,13093,action;comedy;fantasy;harem;romance;based on a video game,https://www.anime-planet.com/anime/shining-hearts,2012-2016
Puzzle & Dragons CM,Web,2,Studio Colorido,2015,2.984,82,13094,commercials;promotional;short episodes;based on a mobile game,https://www.anime-planet.com/anime/puzzle-and-dragons-cm,2012-2016
Zetsumetsu Kigu Shoujo: Amazing Twins,OVA,2,Encourage Films,2013,2.984,477,13095,action;body sharing;magic;supernatural;superpowers;original work,https://www.anime-planet.com/anime/zetsumetsu-kigu-shoujo-amazing-twins,2012-2016
Binchou-tan Movie,OVA,1,Ishikawa Pro,2005,2.983,293,13096,slice of life;anthropomorphic;chibi;countryside;family friendly;iyashikei;shorts,https://www.anime-planet.com/anime/binchou-tan-movie,2002-2011
Space Shower TV: The Ghost of Cartoon ID,Other,1,,2015,2.983,20,13097,abstract;no dialogue;promotional;station identifications,https://www.anime-planet.com/anime/space-shower-tv-the-ghost-of-cartoon-id,2012-2016
Tamala 2010: A Punk Cat in Space,Movie,1,,2002,2.983,320,13098,sci fi;animal protagonists;anthropomorphic;black and white;cats;non-human protagonists;psychological;original work,https://www.anime-planet.com/anime/tamala-2010-a-punk-cat-in-space,2002-2011
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,TV,13,Radix Ace Entertainment,2004,2.983,770,13099,comedy;drama;harem;romance;sci fi;time travel;based on a visual novel,https://www.anime-planet.com/anime/tsuki-wa-higashi-ni-hi-wa-nishi-ni-operation-sanctuary,2002-2011
Houkago no Tinker Bell,OVA,1,Ashi Productions,1992,2.983,50,13100,mystery,https://www.anime-planet.com/anime/houkago-no-tinker-bell,1907-2001
Miracle Train,TV,13,Yumeta Company,2009,2.983,1447,13101,comedy;drama;anthropomorphic;episodic;supernatural;trains;original work,https://www.anime-planet.com/anime/miracle-train,2002-2011
Geisters: Fractions of the Earth,TV,26,Plum,2001,2.983,76,13102,action;sci fi;post-apocalyptic;original work,https://www.anime-planet.com/anime/geisters,1907-2001
Art Director AI Promotion Video,Web,1,,2019,2.983,21,13103,commercials;promotional,https://www.anime-planet.com/anime/art-director-ai-promotion-video,2017-2023
Strawberry,Web,1,,2013,2.982,18,13104,comedy;chinese animation;food and beverage;no dialogue;shorts;stop motion animation,https://www.anime-planet.com/anime/strawberry,2012-2016
Photo Kano,TV,13,MADHOUSE,2013,2.982,3313,13106,ecchi;romance;panty shots;photography;school club;school life;based on a video game,https://www.anime-planet.com/anime/photo-kano,2012-2016
DT Eightron,TV,26,Sunrise,1998,2.982,101,13107,sci fi,https://www.anime-planet.com/anime/dt-eightron,1907-2001
Union Union,Other,1,,2013,2.982,19,13108,shorts,https://www.anime-planet.com/anime/union-union,2012-2016
siroPd: Yu,Music Video,1,,2014,2.982,19,13108,abstract,https://www.anime-planet.com/anime/siropd-yu,2012-2016
Haru wa Kuru,Web,1,Studio 4°C,2012,2.982,151,13110,adventure;fantasy;promotional;shorts,https://www.anime-planet.com/anime/haru-wa-kuru,2012-2016
Makura Izumi: Tsuugakuro,Music Video,1,,2016,2.981,35,13111,romance;slice of life;school life,https://www.anime-planet.com/anime/makura-izumi-tsuugakuro,2012-2016
Miss Bernard said. Special,DVD Special,1,Creators in Pack,2016,2.981,68,13112,comedy;gag;based on a manga,https://www.anime-planet.com/anime/miss-bernard-said-special,2012-2016
Quiz Magic Academy,OVA,1,AIC PLUS+,2008,2.981,1048,13113,comedy;ecchi;fantasy;gag;magic;magic school;parody;school life;based on a video game,https://www.anime-planet.com/anime/quiz-magic-academy,2002-2011
Dragon's Heaven,OVA,1,"AIC, ARTMIC Studios",1988,2.981,304,13114,action;mecha;sci fi;non-human protagonists;post-apocalyptic;robots;sentient mecha;war;based on a manga,https://www.anime-planet.com/anime/dragons-heaven,1907-2001
Holy Knight,OVA,2,Lyrics,2012,2.981,2163,13115,ecchi;seinen;supernatural;vampires;based on a manga,https://www.anime-planet.com/anime/holy-knight,2012-2016
Himitsukessha Taka no Tsume Countdown Specials,DVD Special,5,DLE,2009,2.981,16,13116,comedy;parody;superheroes;flash animation;original work,https://www.anime-planet.com/anime/himitsukessha-taka-no-tsume-countdown-specials,2002-2011
Overlord 6: Drama CD-tsuki Tokusou-ban - Yokoku-hen,Other,1,,2014,2.982,272,13105,fantasy;picture drama;promotional;shorts;skeletons;based on a light novel,https://www.anime-planet.com/anime/overlord-6-drama-cd-tsuki-tokusou-ban-yokoku-hen,2012-2016
Channel 5.5 2nd Season,Other,4,DLE,2014,2.98,38,13117,comedy;parody;short episodes,https://www.anime-planet.com/anime/channel-55-2nd-season,2012-2016
Shadow Star Narutaru,TV,13,Planet,2003,2.98,2450,13120,drama;horror;seinen;psychological;supernatural;based on a manga,https://www.anime-planet.com/anime/shadow-star-narutaru,2002-2011
Shounen to Mahou no Robot,Music Video,1,,2013,2.98,112,13121,fantasy;sci fi;androids;family friendly;magic;minna no uta;non-human protagonists;robots;vocaloid,https://www.anime-planet.com/anime/shounen-to-mahou-no-robot,2012-2016
Takane no Jitensha,TV Special,1,A-1 Pictures,2008,2.98,211,13122,fantasy;deal with the devil;japanese mythology;youkai;original work,https://www.anime-planet.com/anime/takane-no-jitensha,2002-2011
SD Gundam World: Sangoku Souketsuden,Web,10,Sunrise,2019,2.98,55,13123,action;mecha;sci fi;chibi;motorcycles;non-human protagonists;romance of the three kingdoms;sentient mecha;zombies;cg animation,https://www.anime-planet.com/anime/sd-gundam-world-sangoku-souketsuden,2017-2023
KADO: The Right Answer - Ekwari,TV Special,1,Toei Animation,2017,2.98,308,13124,drama;sci fi;political;recap;cg animation;original work,https://www.anime-planet.com/anime/kado-the-right-answer-ekwari,2017-2023
Valkyrie Drive: Mermaid Specials,DVD Special,6,ARMS,2015,2.98,702,13125,ecchi;fantasy;gl;yuri,https://www.anime-planet.com/anime/valkyrie-drive-mermaid-specials,2012-2016
Superbook,TV,26,Tatsunoko Production,1981,2.98,257,13126,adventure;christianity;family friendly;religion;based on a religious text,https://www.anime-planet.com/anime/superbook,1907-2001
Yousei Ou,OVA,1,MADHOUSE,1988,2.98,60,13127,fantasy;romance;shoujo;based on a manga,https://www.anime-planet.com/anime/yousei-ou,1907-2001
Hiyoko Gumo,Music Video,1,,2009,2.979,35,13128,animal protagonists;birds;minna no uta;non-human protagonists,https://www.anime-planet.com/anime/hiyoko-gumo,2002-2011
Chuumon no Ooi Ryouriten (1993),Movie,1,,1993,2.979,59,13129,horror;forest;mysterious shop;restaurants;shorts;supernatural;based on a novel,https://www.anime-planet.com/anime/chuumon-no-ooi-ryouriten-1993,1907-2001
Maris the Chojo,OVA,1,Pierrot,1986,2.979,298,13130,comedy;sci fi;police;superpowers;based on a manga,https://www.anime-planet.com/anime/maris-the-chojo,1907-2001
Mahou Shoujo Nante Mouiidesukara. Second Season,TV,12,Pine Jam,2016,2.98,441,13119,comedy;fantasy;magical girl;shounen;henshin heroes;magic;short episodes;based on a manga,https://www.anime-planet.com/anime/mahou-shoujo-nante-mouiidesukara-second-season,2012-2016
Beautiful Name,Movie,1,,1979,2.979,34,13131,animal protagonists;cats;non-human protagonists;shorts,https://www.anime-planet.com/anime/beautiful-name,1907-2001
"HoneyWorks: Yoshida, Iede Surutte yo",Music Video,1,,2013,2.979,57,13132,vocaloid,https://www.anime-planet.com/anime/honeyworks-yoshida-iede-surutte-yo,2012-2016
In a pig’s eye,Movie,1,,2010,2.979,33,13133,abstract;crude;family life;no dialogue;pigs;shorts,https://www.anime-planet.com/anime/in-a-pigs-eye,2002-2011
phatmans after school: Sayonara Space Shuttle,Music Video,1,,2014,2.979,33,13135,stop motion animation,https://www.anime-planet.com/anime/phatmans-after-school-sayonara-space-shuttle,2012-2016
Fist of the North Star: Strawberry Flavor,TV,12,Ajia-do,2015,2.979,126,13136,comedy;shounen;gag;parody;short episodes;based on a manga,https://www.anime-planet.com/anime/fist-of-the-north-star-strawberry-flavor,2012-2016
Fig,OVA,1,Yamamura Animation,2006,2.978,34,13137,shorts,https://www.anime-planet.com/anime/fig,2002-2011
Refrain Blue,OVA,3,PP Project,2000,2.978,194,13138,drama;romance;based on an eroge;based on a visual novel,https://www.anime-planet.com/anime/refrain-blue,1907-2001
Calimero,TV,45,Toei Animation,1974,2.978,191,13139,adventure;comedy;animal protagonists;anthropomorphic;birds;black and white;non-human protagonists,https://www.anime-planet.com/anime/calimero,1907-2001
Peeping Life: The Perfect Extension,OVA,10,CoMix Wave Films,2011,2.978,31,13141,short episodes,https://www.anime-planet.com/anime/peeping-life-the-perfect-extension,2002-2011
Wish Upon the Pleiades (2011),Web,4,GAINAX,2011,2.978,1391,13142,fantasy;magical girl;henshin heroes;magic;promotional;short episodes;original work,https://www.anime-planet.com/anime/wish-upon-the-pleiades-2011,2002-2011
Gokujo: Gokurakuin Joshikou Ryou Monogatari - Souda Onsen ni Ikou!!,DVD Special,1,LMD,2013,2.978,254,13143,comedy;ecchi;gl;seinen;yuri;based on a manga,https://www.anime-planet.com/anime/gokujo-gokurakuin-joshikou-ryou-monogatari-souda-onsen-ni-ikou,2012-2016
Akai Boushi,Music Video,1,,1984,2.978,30,13144,minna no uta,https://www.anime-planet.com/anime/akai-boushi,1907-2001
Ishifuro: Tell Me,Music Video,1,,2017,2.977,24,13145,chibi;vocaloid,https://www.anime-planet.com/anime/ishifuro-tell-me,2017-2023
Pinocchio-P: M/es,Music Video,1,,2012,2.977,24,13145,vocaloid;cg animation,https://www.anime-planet.com/anime/pinocchio-p-mes,2012-2016
Samurai Girl: Real Bout High School,TV,13,GONZO,2001,2.977,1821,13147,action;fantasy;shounen;hand to hand combat;martial arts;martial arts school;panty shots;school life;based on a light novel,https://www.anime-planet.com/anime/samurai-girl-real-bout-high-school,1907-2001
Rebirth,TV,48,LIDEN FILMS Osaka Studio,2020,2.977,51,13148,comedy;card battles;chibi;short episodes;based on a card game,https://www.anime-planet.com/anime/rebirth,2017-2023
Moegaku 5,TV,8,AIC Spirits,2008,2.977,29,13149,comedy;magical girl;educational;henshin heroes;magic;based on a video game,https://www.anime-planet.com/anime/moegaku-5,2002-2011
Hipira: The Little Vampire,TV,10,Sunrise,2009,2.977,291,13150,adventure;fantasy;shounen;family friendly;short episodes;vampires;based on a manga,https://www.anime-planet.com/anime/hipira-the-little-vampire,2002-2011
"RErideD: Derrida, who leaps through time",TV,12,Geek Toys,2018,2.977,1005,13151,sci fi;time travel;original work,https://www.anime-planet.com/anime/rerided-derrida-who-leaps-through-time,2017-2023
Oshiri Mae Man: Akagi Nyugyo Chocomint CM,Web,1,,2018,2.977,23,13152,comedy;commercials;promotional,https://www.anime-planet.com/anime/oshiri-mae-man-akagi-nyugyo-chocomint-cm,2017-2023
Irodorimidori: Irotoridori no Melody,Music Video,1,,2017,2.976,70,13153,idols;music,https://www.anime-planet.com/anime/irodorimidori-irotoridori-no-melody,2017-2023
Hime-sama Goyoujin,TV,12,Nomad,2006,2.976,176,13154,comedy;school life;original work,https://www.anime-planet.com/anime/hime-sama-goyoujin,2002-2011
"Yume kara, Samenai",OVA,1,SHAFT,1987,2.976,43,13155,drama;romance;school life;based on a manga,https://www.anime-planet.com/anime/yume-kara-samenai,1907-2001
Fukashigi no Kazoekata,Web,1,,2012,2.976,27,13156,educational;family friendly,https://www.anime-planet.com/anime/fukashigi-no-kazoekata,2012-2016
Hakuchuu Meikyuu,Web,1,,2004,2.976,27,13157,abstract;black and white;shorts,https://www.anime-planet.com/anime/hakuchuu-meikyuu,2002-2011
Kemono Friends: Uma no Friends,Web,1,,2017,2.976,110,13158,fantasy;animal characteristics;anthropomorphic;non-human protagonists;promotional;based on a mobile game,https://www.anime-planet.com/anime/kemono-friends-uma-no-friends,2017-2023
Tokyo Loop,Movie,1,,2006,2.976,68,13159,abstract;collections,https://www.anime-planet.com/anime/tokyo-loop,2002-2011
"Caribadix ""Renai Revolution 21"" Cover MV",Music Video,1,,2018,2.976,26,13160,animal protagonists;anthropomorphic;music;non-human protagonists;sanrio characters,https://www.anime-planet.com/anime/caribadix-renai-revolution-21-cover-mv,2017-2023
Chibi Godzilla: TOHO Cinemas Yokoku Countdown Animation,Other,1,,2018,2.976,26,13160,sci fi;chibi;family friendly;kaijuu;monsters;promotional;tokusatsu;based on a picture book,https://www.anime-planet.com/anime/chibi-godzilla-toho-cinemas-yokoku-countdown-animation,2017-2023
"On a Forest, in the Air",Web,1,,2014,2.976,26,13160,abstract;no dialogue;shorts,https://www.anime-planet.com/anime/on-a-forest-in-the-air,2012-2016
Bouningen Weekend,Web,20,,2015,2.976,26,13160,slice of life;cats;episodic;no dialogue;short episodes;original work,https://www.anime-planet.com/anime/bouningen-weekend,2012-2016
Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,DVD Special,5,Brain's Base,2009,2.976,724,13164,comedy;shoujo;countryside;japanese mythology;supernatural;youkai;based on a manga;cg animation,https://www.anime-planet.com/anime/zoku-natsume-yuujinchou-3d-nyanko-sensei-gekijou,2002-2011
Scripta Volant,Movie,1,,2011,2.975,25,13166,black and white;shorts,https://www.anime-planet.com/anime/scripta-volant,2002-2011
Space Shower TV: Animatope ID,Other,1,,2011,2.975,25,13166,abstract;no dialogue;promotional;station identifications,https://www.anime-planet.com/anime/space-shower-tv-animatope-id,2002-2011
Line Offline Salaryman,TV,114,Shogakukan Music & Digital Entertainment,2013,2.975,126,13168,comedy;animal protagonists;anthropomorphic;coworkers;non-human protagonists;salaryman;short episodes;work life,https://www.anime-planet.com/anime/line-offline-salaryman,2012-2016
Dousou Kai: Yesterday Once More,OVA,4,ARMS,1997,2.975,146,13169,drama;romance;borderline h;based on an eroge;based on a visual novel,https://www.anime-planet.com/anime/dousou-kai-yesterday-once-more,1907-2001
Dies irae: To the Ring Reincarnation,Web,6,A.C.G.T,2018,2.975,548,13170,action;fantasy;contemporary fantasy;superpowers;urban fantasy;based on an eroge;based on a visual novel,https://www.anime-planet.com/anime/dies-irae-to-the-ring-reincarnation,2017-2023
out of service: Osaka Underground,Music Video,1,,2014,2.975,19,13171,vocaloid,https://www.anime-planet.com/anime/out-of-service-osaka-underground,2012-2016
Nisshoku Natsuko: It Seems like a Frog,Music Video,1,,2016,2.975,24,13172,frogs,https://www.anime-planet.com/anime/nisshoku-natsuko-it-seems-like-a-frog,2012-2016
Gall Force 6: New Era,OVA,2,"AIC, Studio Kyuma",1991,2.975,220,13173,action;mecha;sci fi;military;original work,https://www.anime-planet.com/anime/gall-force-6-new-era,1907-2001
Teienu Theater in Kobe Opening Animation,Other,1,,2010,2.974,23,13174,opening animation;promotional;stop motion animation,https://www.anime-planet.com/anime/teienu-theater-in-kobe-opening-animation,2002-2011
Pokemon: Slowking's Day,Other,1,OLM,2000,2.974,2048,13176,fantasy;family friendly;island;monsters;shorts;based on a video game,https://www.anime-planet.com/anime/pokemon-slowkings-day,1907-2001
Kinoshita: Tell me Answer,Music Video,1,,2020,2.974,22,13178,vocaloid,https://www.anime-planet.com/anime/kinoshita-tell-me-answer,2017-2023
Umi Monogatari: Marin no Kore Naani?,DVD Special,4,Zexcs,2009,2.974,79,13179,comedy;based on a video game,https://www.anime-planet.com/anime/umi-monogatari-marin-no-kore-naani,2002-2011
Someone Else’s BL Cartoon,Web,11,,2018,2.974,252,13177,bl;romance;shounen-ai;korean animation;school life;short episodes,https://www.anime-planet.com/anime/someone-elses-bl-cartoon,2017-2023
Space Dandy Picture Drama,DVD Special,2,Bones,2014,2.974,174,13180,picture drama,https://www.anime-planet.com/anime/space-dandy-picture-drama,2012-2016
Scan2Go,TV,52,Synergy SP,2010,2.974,97,13181,sports;cars;racing;tournaments,https://www.anime-planet.com/anime/scan2go,2002-2011
Choco Kyouju no Oheya,Other,1,Liberty Animation Studio,2016,2.973,21,13182,commercials;educational;food and beverage;promotional,https://www.anime-planet.com/anime/choco-kyouju-no-oheya,2012-2016
Glay: Survival,Music Video,1,Studio 4°C,1999,2.973,509,13184,psychological,https://www.anime-planet.com/anime/glay-survival,1907-2001
Fireball Humorous,TV,3,Jinni's,2017,2.973,133,13185,comedy;sci fi;androids;non-human protagonists;robots;short episodes;cg animation;original work,https://www.anime-planet.com/anime/fireball-humorous,2017-2023
TAMAYOMI: The Baseball Girls,TV,12,Studio A-Cat,2020,2.973,615,13187,seinen;sports;baseball;school life;based on a manga,https://www.anime-planet.com/anime/tamayomi-the-baseball-girls,2017-2023
Play Jazz,Movie,1,,1987,2.973,20,13188,abstract;shorts,https://www.anime-planet.com/anime/play-jazz,1907-2001
Inazuma Eleven x Despicable Me,Other,4,OLM,2011,2.973,75,13189,comedy;crossover;promotional;short episodes,https://www.anime-planet.com/anime/inazuma-eleven-x-despicable-me,2002-2011
Iczer Reborn,OVA,6,AIC,1990,2.973,277,13190,action;sci fi;aliens,https://www.anime-planet.com/anime/iczer-reborn,1907-2001
Chou Akuukan Bouheki Cheese Napolitan,Web,1,,2013,2.973,56,13191,action;sci fi;cg animation,https://www.anime-planet.com/anime/chou-akuukan-bouheki-cheese-napolitan,2012-2016
Original Eigakan Manner Eizou,Movie,1,,2019,2.972,19,13192,comedy;shorts,https://www.anime-planet.com/anime/original-eigakan-manner-eizou,2017-2023
Welcome to Pia Carrot ~Sayaka's Love Story~,Movie,1,IMOVE,2002,2.972,376,13193,drama;ecchi;romance;slice of life;based on an eroge;based on a visual novel,https://www.anime-planet.com/anime/welcome-to-pia-carrot-sayakas-love-story,2002-2011
